time,USD,EUR,GBP,JPY,CHF,CAD
2013-05-03,3.82194064742242,5.438572751708315,6.469434920273798,-23.719339725842676,4.226077942400011,3.76331346403813
2013-05-06,3.8282937163324124,5.446758808428742,6.479072888410297,-23.756865663825373,4.219839674543885,3.7829005761100376
2013-05-07,3.832514124402884,5.44464910065657,6.465952604596449,-23.746325312010427,4.206097254970478,3.7971122273840443
2013-05-08,3.821706390924342,5.454361849323131,6.45747681691884,-23.74128711898997,4.208919556966093,3.7988225048575623
2013-05-09,3.839233628249598,5.459422173659,6.467436170678143,-23.776520069237737,4.198821059807214,3.811607036843781
2013-05-10,3.8850339609934,5.46167214830692,6.474179813913632,-23.819007239744604,4.168925203684899,3.829196112845754
2013-05-13,3.9026455845609105,5.464959872444267,6.466387097637888,-23.83421992603832,4.162673338958921,3.837554032436335
2013-05-14,3.9155163723151594,5.473010856353595,6.452710368461421,-23.830891388688794,4.157901040662608,3.8317527508960127
2013-05-15,3.9380200805729495,5.463765009132793,6.45935212091018,-23.829801487867762,4.13782393676275,3.8308403404890905
2013-05-16,3.933231332373466,5.45365237602048,6.4661873788877635,-23.829830623250217,4.147393673800396,3.8293658621681095
2013-05-17,3.953128727028554,5.459393330532815,6.4727265484596455,-23.834872541692825,4.142753534162039,3.8068704015097734
2013-05-20,3.9510980541364784,5.4623202521949095,6.471494652611378,-23.825488296031097,4.145743228830746,3.7948321082575838
2013-05-21,3.951677375573905,5.474433946014614,6.462674574102403,-23.82471530943752,4.141756563638591,3.7941728501080076
2013-05-22,3.9740537089698993,5.497995368899468,6.442832029531009,-23.82708709712515,4.126474911521356,3.7857310782034213
2013-05-23,3.970409021799796,5.492131977652103,6.430381283067618,-23.795538262243365,4.135673713704199,3.7669422660196514
2013-05-24,3.946556796078954,5.490762581920117,6.423628057207387,-23.778684170221986,4.1604375350978895,3.7572991999176426
2013-05-27,3.9387301345756542,5.482248911250284,6.418988174549125,-23.756457432250983,4.170933609201979,3.74555660267394
2013-05-28,3.9628056707351385,5.488538611786501,6.425992673782144,-23.772549835061447,4.148009942052993,3.7472029367046695
2013-05-29,3.9621953839869515,5.491309570677904,6.425729562288166,-23.766247818257806,4.151011229836519,3.7360020714682642
2013-05-30,3.926351889586387,5.496970283898466,6.4275681051852045,-23.762437054677257,4.183438353886263,3.728108422120938
2013-05-31,3.917292756263799,5.495828617544625,6.431255308838482,-23.755899810762642,4.193837113883307,3.7176860142324286
2013-06-03,3.8981345243644525,5.488698579332916,6.43976419852427,-23.72483070776636,4.19191424740343,3.70631915814129
2013-06-04,3.886550443011002,5.495375878210089,6.442593296763951,-23.73518160343671,4.2091371251365075,3.7015248603151614
2013-06-05,3.8808543911129574,5.494286466158239,6.455374981916429,-23.72803965455669,4.221680831170823,3.675842984198241
2013-06-06,3.8288205719889103,5.487548416967532,6.46596451659955,-23.672626251212773,4.234828829626831,3.655463916029947
2013-06-07,3.801706030556388,5.482803453726065,6.458094051064435,-23.635931401953354,4.228023489704877,3.6653043769015876
2013-06-10,3.822342014177738,5.496798428383914,6.468402216874125,-23.70949348784216,4.218798975411962,3.70315185299442
2013-06-11,3.7961252663820675,5.497795953508746,6.462155596843914,-23.673008649423736,4.2392043467977585,3.677727485891249
2013-06-12,3.7680085886997117,5.48812600015308,6.461733874849534,-23.622225110145852,4.250547883130629,3.6538087633128993
2013-06-13,3.7529320083276354,5.485142345009471,6.455003828863322,-23.58579993166635,4.250900543870082,3.6418212055958397
2013-06-14,3.748316475134979,5.480771012402529,6.452111424922331,-23.564656675025315,4.234011007475451,3.6494467550900276
2013-06-17,3.745969116389684,5.4792543837914405,6.45728342495248,-23.548667903577066,4.226251965852663,3.639909012590799
2013-06-18,3.75323614863797,5.497408220609995,6.445687964489589,-23.573799535020953,4.243148976788336,3.6343182244950603
